temperature,pressure,humidity
20.11,100645,62
20.1,100648,62
20.1,100646,62
20.1,100645,62
20.09,100644,62
20.04,100644,62
20.02,100643,62
20.01,100639,62
20,100642,62
20.01,100644,62
19.98,100645,62
19.96,100646,62
19.95,100645,62
19.94,100643,62
19.95,100647,62
19.93,100647,62
19.93,100646,62
19.92,100650,62
19.91,100638,62
19.92,100645,62
19.91,100644,62
19.91,100649,62
19.91,100643,62
19.92,100639,62
19.91,100638,62
19.9,100645,62
19.91,100641,62
19.91,100644,62
19.91,100638,62
19.93,100650,62
19.93,100642,62
19.92,100639,62
19.92,100645,62
19.92,100640,62
19.93,100639,62
19.94,100641,62
19.93,100642,62
19.94,100638,63
19.92,100645,62
19.91,100637,62
19.9,100642,62
19.9,100642,62
19.88,100644,62
19.9,100639,62
19.88,100647,62
19.89,100643,62
19.9,100642,62
19.89,100646,62
19.89,100640,62
19.89,100638,62
19.88,100641,62
19.88,100644,62
19.88,100639,62
19.88,100641,62
19.88,100647,62
19.88,100644,62
19.89,100640,63
19.89,100640,63
19.89,100641,63
19.91,100646,63
19.91,100644,62
19.92,100640,63
19.93,100642,63
19.95,100641,63
19.95,100639,63
19.95,100634,63
19.97,100645,63
19.97,100636,63
19.97,100637,63
19.97,100646,63
19.97,100636,63
19.98,100641,63
19.99,100640,63
20.01,100638,63
20.02,100639,63
20.03,100636,63
20.03,100631,63
20.04,100638,63
20.05,100640,63
20.06,100641,63
20.07,100635,63
20.08,100639,63
20.08,100637,63
20.09,100640,63
20.09,100641,63
20.1,100643,63
20.11,100639,63
20.12,100641,63
20.14,100643,63
20.14,100644,63
20.14,100639,63
20.15,100638,62
20.16,100642,62
20.16,100633,62
20.17,100644,62
20.18,100645,62
20.19,100635,62
20.19,100644,62
20.2,100638,62
20.2,100638,62
20.18,100640,62
20.19,100642,62
20.19,100641,62
20.18,100642,62
20.17,100643,62
20.16,100642,62
20.18,100640,62
20.19,100636,62
20.17,100633,62
20.18,100643,62
20.18,100640,62
20.19,100638,62
20.19,100635,62
20.19,100638,62
20.19,100647,62
20.19,100642,62
20.2,100640,62
20.23,100635,62
20.22,100641,62
20.23,100643,62
20.24,100642,62
20.24,100638,62
20.25,100640,62
20.24,100639,62
20.27,100643,62
20.26,100637,62
20.28,100639,62
20.26,100642,62
20.26,100636,62
20.25,100638,62
20.27,100644,62
20.23,100635,62
20.22,100638,62
20.22,100638,62
20.22,100641,62
20.2,100635,62
20.18,100639,61
20.16,100634,61
20.16,100633,61
20.14,100639,61
20.12,100630,61
20.13,100642,61
20.1,100637,61
20.08,100639,62
20.07,100640,62
20.07,100641,62
20.08,100636,62
20.06,100635,62
20.05,100640,62
20.05,100634,62
20.04,100641,62
20.01,100639,62
20,100642,62
20.02,100639,62
20.01,100639,62
20.01,100636,62
20.02,100638,62
20.04,100643,62
20.02,100635,62
20.02,100635,62
20.01,100633,62
20.01,100636,62
20,100637,62
20.01,100636,62
20.03,100636,62
20.03,100636,62
20.02,100635,62
20,100634,62
20.01,100636,62
20.02,100642,62
20,100637,62
20.02,100638,62
20.02,100640,62
20.02,100639,62
20,100631,62
20.01,100639,62
19.99,100634,62
19.94,100638,62
19.94,100635,62
19.94,100638,62
19.95,100639,62
19.95,100634,62
19.97,100636,62
19.97,100637,62
19.98,100633,62
19.98,100639,62
19.99,100635,62
20,100636,62
19.99,100630,62
19.98,100636,62
20.01,100635,62
20.01,100636,62
19.97,100639,62
19.95,100639,62
19.95,100628,62
19.95,100634,62
19.97,100637,62
19.97,100639,62
19.96,100640,62
19.96,100636,62
19.92,100640,62
19.91,100638,62
19.91,100638,62
19.92,100634,62
19.92,100636,62
19.92,100636,62
19.91,100638,62
19.92,100632,62
19.92,100639,62
19.92,100639,62
19.91,100632,62
19.89,100638,62
19.88,100633,62
19.86,100642,62
19.86,100638,62
19.84,100637,62
19.84,100632,62
19.86,100638,62
19.85,100631,62
19.84,100637,62
19.84,100637,62
19.82,100638,62
19.82,100631,62
19.81,100632,62
19.83,100636,62
19.83,100637,62
19.84,100629,62
19.84,100632,62
19.84,100638,62
19.85,100628,62
19.85,100634,63
19.84,100632,62
19.82,100635,62
19.81,100629,62
19.82,100634,62
19.81,100632,62
19.8,100631,62
19.81,100632,62
19.8,100631,62
19.8,100631,62
19.78,100634,62
19.8,100633,63
19.79,100629,63
19.8,100625,63
19.8,100639,63
19.8,100631,63
19.79,100629,63
19.82,100628,63
19.81,100635,63
19.8,100626,63
19.81,100639,63
19.82,100631,63
19.82,100629,63
19.82,100628,63
19.82,100628,63
19.85,100632,63
19.87,100626,63
19.87,100634,63
19.87,100627,63
19.88,100633,63
19.89,100629,63
19.91,100633,63
19.91,100635,63
19.92,100634,63
19.89,100629,63
19.89,100632,63
19.89,100629,62
19.9,100631,62
19.91,100632,62
19.91,100626,62
19.91,100632,62
19.92,100634,62
19.93,100636,62
19.94,100624,62
19.94,100635,62
19.94,100632,62
19.96,100633,62
19.97,100634,62
19.97,100629,62
19.98,100633,62
19.98,100631,63
20,100637,62
20,100634,62
20.02,100634,62
20.03,100630,62
20.03,100631,63
20.04,100633,63
20.05,100631,63
20.04,100633,63
20.04,100638,63
20.04,100635,62
20.02,100631,62
20.02,100638,62
20.03,100634,62
20.04,100633,62
20.03,100628,62
20.06,100638,62
20.05,100633,62
20.06,100636,62
20.05,100634,62
20.06,100633,62
20.06,100635,62
20.06,100636,62
20.07,100642,62
20.06,100636,62
20.07,100632,62
20.07,100629,62
20.08,100634,62
20.08,100637,62
20.09,100636,62
20.07,100638,62
20.08,100630,62
20.07,100635,62
20.06,100631,62
20.08,100637,62
20.08,100634,62
20.07,100632,62
20.07,100637,62
20.06,100631,62
20,100631,62
19.97,100629,62
19.96,100633,62
19.98,100638,62
20,100636,62
19.98,100630,62
19.97,100635,62
19.97,100631,62
19.97,100632,62
19.97,100632,62
19.98,100633,62
19.97,100632,62
19.96,100633,62
19.96,100629,62
19.95,100630,62
19.94,100631,62
19.94,100629,62
19.94,100632,62
19.94,100638,62
19.94,100632,62
19.94,100635,62
19.95,100633,62
19.95,100633,62
19.96,100630,62
19.95,100634,62
19.94,100632,62
19.93,100636,62
19.92,100634,62
19.92,100629,62
19.92,100637,62
19.92,100640,62
19.91,100637,62
19.89,100629,62
19.89,100635,62
19.89,100632,62
19.91,100637,61
19.91,100632,62
19.91,100637,62
19.92,100634,62
19.92,100634,62
19.92,100632,62
19.94,100631,62
19.94,100632,62
19.94,100632,62
19.94,100637,62
19.93,100633,62
19.94,100637,62
19.94,100641,62
19.94,100632,62
19.93,100636,62
19.95,100639,62
19.96,100641,62
19.95,100642,62
19.95,100634,62
19.95,100634,62
19.96,100644,62
19.95,100628,62
19.96,100633,62
19.98,100631,62
19.97,100626,62
19.96,100632,62
19.94,100632,62
19.92,100632,62
19.92,100634,62
19.92,100632,62
19.92,100629,62
19.91,100633,62
19.91,100632,62
19.89,100629,62
19.9,100639,62
19.9,100636,62
19.9,100636,62
19.88,100628,62
19.88,100634,62
19.9,100625,62
19.91,100633,62
19.93,100630,62
19.94,100631,62
19.92,100634,62
19.91,100635,62
19.94,100634,62
19.95,100628,62
19.96,100633,62
19.96,100627,62
19.97,100637,62
19.96,100636,62
19.97,100632,62
19.98,100627,62
19.99,100629,62
19.99,100632,62
20,100631,62
20.02,100631,62
20.03,100631,62
20.03,100631,62
20.07,100627,62
20.07,100632,62
20.09,100635,62
20.1,100632,62
20.1,100629,62
20.11,100633,62
20.12,100638,62
20.12,100632,62
20.12,100632,62
20.13,100631,62
20.15,100634,62
20.16,100633,62
20.16,100631,62
20.15,100629,62
20.16,100631,62
20.18,100628,62
20.18,100637,62
20.19,100630,62
20.22,100635,62
20.24,100633,62
20.25,100635,62
20.28,100640,62
20.29,100636,62
20.31,100634,62
20.32,100635,62
20.34,100626,62
20.36,100630,62
20.38,100628,62
20.36,100630,62
20.36,100633,62
20.37,100629,62
20.38,100631,61
20.38,100629,61
20.37,100637,61
20.39,100635,61
20.4,100631,61
20.41,100633,61
20.43,100631,61
20.45,100632,61
20.44,100635,61
20.46,100630,61
20.47,100629,61
20.47,100627,61
20.5,100632,61
20.52,100630,61
20.54,100633,61
20.53,100629,61
20.53,100631,61
20.55,100632,61
20.56,100628,61
20.55,100629,61
20.56,100631,61
20.57,100635,61
20.58,100634,61
20.57,100633,61
20.58,100634,61
20.57,100639,61
20.56,100642,61
20.56,100636,61
20.57,100633,61
20.57,100641,61
20.57,100633,61
20.55,100630,60
20.57,100633,61
20.58,100634,60
20.57,100627,60
20.6,100635,60
20.61,100632,60
20.62,100636,60
20.63,100632,60
20.63,100638,60
20.65,100630,60
20.66,100638,60
20.67,100630,60
20.67,100636,60
20.68,100635,60
20.71,100634,60
20.7,100635,60
20.74,100631,60
20.75,100638,60
20.73,100633,60
20.74,100628,60
20.74,100634,60
20.74,100637,60
20.71,100629,60
20.69,100634,60
20.64,100633,60
20.64,100631,60
20.65,100635,60
20.65,100630,60
20.67,100634,60
20.7,100638,60
20.68,100635,60
20.69,100631,60
20.66,100627,60
20.66,100627,60
20.67,100637,60
20.68,100635,60
20.7,100632,60
20.74,100634,60
20.76,100634,60
20.77,100636,60
20.79,100632,60
20.78,100638,60
20.8,100636,60
20.8,100634,60
20.82,100638,59
20.85,100639,59
20.89,100633,59
20.9,100633,59
20.91,100635,59
20.92,100636,59
20.93,100635,59
20.95,100636,59
20.96,100632,59
20.93,100633,59
20.95,100635,59
20.97,100631,59
20.96,100641,59
20.96,100627,59
20.97,100633,59
20.97,100634,59
20.97,100634,59
20.98,100629,59
21.01,100635,59
21.03,100627,59
21.06,100630,59
21.04,100632,59
21.05,100637,59
21.04,100635,59
21.05,100636,59
21.06,100633,59
21.07,100626,59
21.08,100628,59
21.08,100633,59
21.11,100632,58
21.12,100631,59
21.14,100632,58
21.14,100630,58
21.14,100630,59
21.14,100630,59
21.17,100635,59
21.21,100635,59
21.22,100629,59
21.23,100636,58
21.28,100632,58
21.29,100631,58
21.32,100631,58
21.34,100634,58
21.33,100633,58
21.33,100628,58
21.36,100627,58
21.37,100628,58
21.38,100631,58
21.39,100629,58
21.41,100630,58
21.41,100627,58
21.44,100632,58
21.45,100623,58
21.46,100627,58
21.46,100621,58
21.48,100630,58
21.47,100629,58
21.5,100628,58
21.51,100633,58
21.53,100628,58
21.52,100626,58
21.54,100629,58
21.54,100635,58
21.55,100626,58
21.54,100635,58
21.55,100626,58
21.55,100631,58
21.58,100622,58
21.62,100626,58
21.65,100626,58
21.69,100633,58
21.7,100629,58
21.72,100627,57
21.73,100634,57
21.75,100632,57
21.79,100628,57
21.82,100623,57
21.83,100629,57
21.89,100628,57
21.9,100632,57
21.92,100627,57
21.96,100626,56
22,100626,56
22.03,100629,56
22.07,100630,56
22.11,100624,56
22.18,100631,56
22.22,100624,56
22.25,100629,56
22.33,100631,56
22.37,100633,56
22.42,100636,56
22.46,100629,56
22.52,100633,55
22.58,100627,55
22.64,100627,55
22.7,100627,55
22.74,100637,55
22.77,100626,55
22.79,100628,55
22.83,100625,54
22.91,100626,54
23,100634,54
23.07,100632,54
23.14,100626,54
23.23,100630,54
23.32,100634,54
23.39,100629,53
23.46,100630,53
23.51,100633,53
23.58,100627,53
23.6,100626,53
23.61,100627,53
23.62,100624,53
23.69,100635,53
23.72,100628,52
23.75,100629,52
23.77,100626,52
23.82,100630,52
23.87,100623,52
23.9,100638,52
23.92,100624,52
23.95,100621,52
23.97,100630,51
24.02,100623,51
24.03,100625,51
24.06,100624,51
24.09,100624,51
24.14,100629,51
24.18,100628,51
24.2,100628,51
24.25,100626,51
24.26,100620,50
24.32,100624,50
24.35,100623,50
24.41,100628,50
24.45,100632,50
24.51,100628,50
24.54,100630,50
24.58,100622,50
24.66,100622,50
24.67,100626,50
24.79,100625,50
24.83,100632,49
24.93,100625,49
24.95,100624,49
25.03,100628,49
25.13,100625,49
25.22,100624,49
25.33,100620,49
25.39,100624,48
25.47,100626,48
25.5,100627,48
25.57,100621,48
25.64,100622,48
25.75,100621,48
25.87,100626,47
25.94,100627,47
25.98,100631,47
26.02,100621,47
26.09,100624,47
26.16,100623,47
26.2,100621,46
26.3,100628,46
26.36,100625,46
26.44,100619,46
26.55,100620,46
26.65,100618,45
26.75,100618,45
26.84,100618,45
26.93,100628,45
27.03,100625,45
27.12,100621,44
27.15,100623,44
27.23,100631,44
27.36,100628,44
27.46,100622,44
27.46,100628,44
27.47,100618,43
27.54,100626,43
27.67,100629,43
27.76,100624,43
27.82,100620,43
27.83,100625,42
27.87,100618,42
27.91,100624,42
27.97,100620,42
27.99,100626,42
27.99,100623,42
28.01,100621,42
28.05,100623,42
28.05,100631,42
28.1,100619,42
28.14,100620,42
28.18,100622,41
28.21,100620,41
28.23,100619,41
28.17,100620,41
28.2,100625,41
28.32,100628,41
28.37,100626,41
28.4,100608,41
28.38,100616,41
27.96,100619,41
27.82,100628,42
27.95,100623,42
27.9,100622,42
27.13,100615,42
26.95,100614,42
26.96,100619,43
26.68,100606,44
26.52,100619,44
26.45,100624,44
26.27,100618,44
26.09,100610,44
26.02,100618,45
25.64,100620,45
25.64,100622,46
25.53,100621,46
25.38,100629,46
24.7,100624,48
24.58,100617,48
24.48,100625,48
24.37,100621,48
24.33,100631,48
24.3,100624,49
24.27,100621,49
24.27,100626,49
24.24,100619,49
24.23,100625,49
24.03,100622,50
23.96,100614,50
23.9,100615,50
23.54,100621,51
23.52,100618,51
23.48,100622,51
23.43,100625,51
23.41,100619,51
23.63,100624,51
23.57,100623,51
23.57,100626,51
23.85,100624,51
24.2,100625,50
24.14,100627,50
24.05,100628,50
24.04,100615,50
23.99,100625,50
24.01,100622,50
24.16,100625,50
24.25,100628,50
24.2,100621,50
24.39,100624,50
24.53,100615,50
24.47,100613,50
24.35,100618,50
24.25,100617,50
24.27,100627,50
24.31,100627,50
24.32,100624,50
24.37,100626,50
24.33,100625,50
24.27,100623,50
24.28,100622,50
24.29,100624,50
24.28,100622,50
24.32,100624,50
24.29,100624,50
24.24,100624,50
24.26,100619,50
24.25,100624,50
24.2,100623,50
24.27,100626,50
24.1,100620,50
24.01,100616,50
24.01,100625,50
23.96,100625,50
23.84,100616,50
23.75,100621,51
23.73,100620,51
23.63,100631,51
23.44,100624,51
23.34,100621,51
23.25,100622,52
23.3,100622,52
23.32,100617,52
23.28,100619,52
23.32,100618,52
23.26,100615,52
23.18,100610,52
23.15,100616,52
23.11,100620,53
23.15,100617,53
23.18,100619,53
23.28,100617,53
23.39,100626,52
23.25,100623,53
23.21,100621,53
23.23,100619,53
23.17,100620,53
23.43,100616,52
23.46,100619,52
23.44,100624,53
23.35,100618,53
23.38,100622,53
23.46,100624,52
23.42,100620,52
23.39,100619,52
23.42,100620,52
23.51,100625,52
23.71,100616,52
23.64,100616,52
23.59,100624,52
23.62,100617,52
23.67,100624,52
23.64,100627,52
23.65,100625,52
23.65,100622,52
23.64,100621,52
23.66,100622,52
23.67,100624,52
23.93,100617,51
23.99,100614,51
24.15,100625,50
24.6,100621,50
24.93,100622,49
25.01,100625,49
25.17,100616,48
25.26,100615,48
25.38,100619,47
25.5,100615,47
25.94,100616,46
26.18,100612,46
26.05,100621,46
26.02,100612,46
25.89,100624,46
25.95,100624,46
25.9,100615,46
25.85,100621,46
25.78,100615,46
25.48,100615,47
25.32,100613,47
24.94,100618,47
24.83,100612,48
24.57,100616,48
24.52,100613,49
24.45,100619,49
24.41,100611,49
24.37,100610,49
24.26,100622,49
24.28,100618,49
24.27,100615,49
24.21,100622,50
24.16,100619,50
24.16,100622,50
24.14,100615,50
24.05,100620,50
24.07,100623,50
24.07,100615,50
24.13,100614,50
24.14,100618,50
24.21,100622,50
24.26,100619,50
24.24,100616,50
24.22,100618,50
24.21,100620,50
24.2,100618,50
24.12,100618,50
23.88,100623,50
23.84,100619,50
23.83,100620,50
23.78,100619,51
23.66,100616,51
23.52,100618,51
23.5,100614,51
23.5,100621,51
23.41,100619,51
23.32,100617,51
23.29,100621,52
23.17,100611,52
23.06,100614,52
23.08,100609,52
23.08,100617,52
23.14,100617,52
23.08,100611,52
22.97,100621,52
22.95,100622,52
22.93,100619,53
22.87,100618,53
22.8,100620,53
22.82,100614,53
22.79,100618,53
22.8,100613,53
22.79,100623,53
22.79,100612,54
22.76,100613,54
22.77,100616,54
22.73,100619,54
22.72,100616,54
22.67,100619,54
22.66,100618,54
22.63,100616,54
22.63,100613,54
22.61,100613,54
22.57,100615,54
22.56,100612,54
22.55,100616,54
22.53,100614,54
22.47,100614,54
22.45,100614,54
22.44,100620,54
22.41,100618,54
22.31,100620,54
22.3,100621,54
22.37,100625,54
22.37,100616,54
22.35,100610,54
22.35,100621,54
22.34,100617,54
22.37,100611,54
22.38,100619,54
22.54,100612,54
22.57,100623,54
22.64,100615,54
22.64,100620,54
22.67,100614,54
22.69,100612,54
22.74,100614,54
22.72,100617,54
22.67,100609,54
22.64,100615,54
22.62,100617,54
22.59,100612,54
22.58,100613,54
22.62,100618,54
22.64,100610,54
22.61,100618,54
22.58,100610,54
22.63,100619,54
22.58,100614,54
22.51,100610,54
22.71,100621,54
22.75,100614,54
22.77,100614,54
22.85,100620,54
22.86,100615,53
22.7,100613,54
22.71,100618,54
22.67,100614,54
22.73,100613,54
22.7,100614,54
22.79,100612,54
22.85,100609,53
22.85,100617,54
22.87,100618,54
22.9,100620,54
22.9,100614,54
22.88,100616,54
22.85,100616,53
22.85,100623,53
22.84,100618,53
22.89,100617,53
22.94,100616,53
23.28,100614,53
23.32,100612,53
23.3,100614,53
23.45,100617,52
23.58,100614,52
23.67,100615,52
23.72,100613,52
23.82,100616,52
23.85,100618,51
23.81,100620,51
23.77,100618,51
23.68,100609,51
23.64,100613,51
23.61,100618,51
23.68,100623,51
23.76,100619,51
23.84,100613,51
23.84,100605,51
23.91,100611,51
23.92,100607,51
23.9,100615,51
24.03,100611,51
24.06,100613,51
24.05,100615,51
24.08,100611,50
24.05,100612,50
24.03,100602,50
24.07,100610,50
24.1,100617,50
24.07,100615,50
24.03,100614,50
24.1,100614,50
24.2,100614,50
24.51,100602,50
24.55,100604,50
24.58,100612,50
24.59,100614,50
24.7,100616,49
24.71,100609,49
24.69,100607,49
24.7,100607,49
24.65,100613,49
24.65,100618,49
24.69,100614,49
24.68,100609,49
39.51,100557,23
39.6,100549,23
39.59,100550,23
39.51,100548,23
39.48,100544,23
39.54,100545,23
39.47,100551,23
39.44,100552,23
39.41,100553,23
39.29,100539,23
39.25,100555,23
39.29,100545,23
39.38,100553,23
39.43,100549,23
39.4,100544,23
39.53,100544,23
39.6,100555,23
39.59,100548,23
39.61,100551,23
39.53,100549,23
39.45,100542,23
39.35,100543,23
39.37,100546,23
39.3,100535,23
39.29,100539,23
39.32,100550,23
39.22,100547,23
39.2,100547,23
39.13,100551,23
38.98,100547,23
38.85,100551,23
38.94,100543,23
38.93,100547,23
38.75,100549,23
38.74,100550,23
38.78,100552,23
38.73,100555,23
38.73,100548,23
38.72,100541,23
38.65,100546,23
38.71,100549,23
38.65,100546,23
38.62,100553,23
38.61,100551,23
38.59,100554,23
38.45,100554,23
38.31,100540,23
38.19,100551,23
38.23,100546,24
38.27,100553,24
38.2,100552,24
38.08,100546,24
38.07,100547,24
38.1,100550,24
38.14,100547,24
38.17,100545,24
38.25,100547,24
38.42,100547,24
38.43,100548,24
38.34,100545,24
38.31,100547,24
38.52,100553,24
38.52,100553,24
38.56,100543,24
38.54,100551,24
38.46,100547,24
38.6,100544,24
38.76,100547,24
38.69,100542,24
38.64,100542,24
38.54,100557,24
38.5,100547,23
38.68,100541,23
38.51,100549,24
38.3,100546,24
38.4,100546,23
38.57,100544,23
38.65,100546,23
38.59,100548,23
38.53,100549,23
38.55,100544,23
38.58,100550,23
38.55,100547,24
38.52,100548,24
38.42,100549,24
38.33,100543,24
38.32,100549,24
38.32,100544,24
38.31,100548,24
38.17,100542,24
38.08,100549,24
38.05,100538,24
37.99,100557,24
37.87,100555,24
37.91,100549,24
37.86,100552,24
37.87,100551,24
37.99,100552,24
37.96,100550,24
37.95,100550,24
37.78,100551,24
37.7,100560,24
37.7,100557,24
37.72,100544,24
37.75,100548,24
37.55,100547,24
37.82,100546,24
37.86,100552,24
37.82,100546,24
37.94,100546,24
37.92,100548,25
37.96,100547,24
37.93,100548,24
37.83,100550,24
37.84,100550,24
37.78,100551,24
37.77,100549,24
37.82,100546,24
37.6,100543,24
37.49,100549,24
37.49,100544,25
37.47,100546,25
37.42,100546,25
37.4,100546,25
37.37,100546,25
37.36,100545,25
37.27,100547,25
37.36,100550,25
37.54,100546,25
37.55,100548,25
37.53,100550,25
37.47,100546,25
37.42,100548,25
37.48,100548,25
37.45,100542,25
37.47,100552,25
37.43,100544,25
37.59,100545,25
37.54,100549,25
37.56,100544,25
37.61,100545,25
37.67,100550,25
37.79,100542,25
37.78,100551,25
37.85,100551,25
37.99,100540,25
37.99,100547,25
37.96,100547,25
38.05,100544,25
38.13,100541,25
38.16,100543,25
38.29,100539,24
38.21,100540,24
38.22,100539,24
38.12,100542,24
38.2,100552,24
38.26,100543,24
38.17,100545,24
38.19,100544,24
38.34,100542,24
38.28,100542,24
38.32,100544,24
38.3,100546,24
38.26,100542,24
38.31,100553,24
38.35,100540,24
38.46,100549,24
38.58,100540,24
38.67,100539,24
38.73,100549,24
38.77,100549,24
38.82,100541,24
38.75,100540,23
38.81,100534,23
38.76,100543,23
38.69,100545,23
38.42,100543,23
38.58,100540,23
38.72,100536,23
38.58,100540,23
38.5,100544,23
38.42,100544,23
38.37,100541,23
38.35,100540,23
38.31,100542,24
38.39,100539,24
38.39,100538,24
38.37,100552,24
38.28,100537,24
38.35,100540,24
38.31,100542,24
38.24,100541,24
38.27,100541,24
38.27,100541,24
38.26,100540,24
38.23,100543,24
38.27,100547,24
38.31,100542,24
38.15,100544,24
38.24,100542,24
38.31,100539,24
38.2,100544,24
38.11,100543,24
38.17,100542,24
38.17,100542,24
38.14,100542,24
38.07,100548,24
38.13,100541,24
38.2,100540,24
38.11,100537,24
38.21,100546,24
38.22,100538,24
38.17,100544,24
38.07,100536,24
38.02,100542,24
38,100545,24
38,100540,24
38,100539,24
38.03,100543,24
38.11,100535,24
38.17,100542,24
38.17,100545,24
38.12,100533,24
38.11,100537,24
38.28,100540,24
38.3,100541,24
38.3,100541,24
38.38,100540,23
38.49,100542,23
38.48,100535,23
38.46,100544,23
38.54,100539,24
38.57,100539,24
38.52,100540,23
38.67,100544,23
38.67,100545,23
38.6,100538,23
38.71,100533,23
38.66,100545,23
38.6,100544,23
38.58,100538,23
38.59,100542,23
38.49,100534,23
38.41,100547,23
38.5,100538,23
38.53,100536,23
38.42,100543,23
38.31,100542,23
38.32,100544,23
38.44,100540,23
38.35,100543,23
38.32,100547,23
38.34,100545,23
38.35,100540,23
38.32,100538,23
38.32,100538,23
38.4,100545,23
38.43,100545,23
38.41,100538,23
38.38,100540,23
38.4,100542,23
38.49,100542,23
38.52,100536,23
38.56,100538,23
38.49,100542,23
38.46,100544,23
38.44,100544,23
38.5,100544,23
38.57,100539,23
38.5,100535,23
38.49,100537,23
38.64,100539,23
38.72,100535,23
38.68,100540,23
38.69,100537,23
38.59,100536,23
38.58,100543,23
38.62,100533,23
38.7,100541,23
38.72,100538,23
38.72,100535,23
38.69,100542,23
38.71,100539,23
38.7,100538,23
38.87,100537,23
38.76,100537,23
38.78,100539,23
38.91,100536,23
38.82,100540,23
38.83,100536,23
38.77,100543,23
38.7,100538,23
38.82,100540,23
38.75,100534,23
38.81,100539,23
38.78,100539,23
38.75,100534,23
38.82,100538,23
38.87,100537,23
38.93,100541,23
38.8,100537,23
38.5,100544,23
38.7,100535,23
38.91,100533,23
38.83,100536,23
38.92,100534,22
38.82,100536,23
38.84,100541,23
38.87,100526,23
38.79,100533,23
38.75,100537,23
38.91,100539,23
38.87,100537,23
38.91,100538,23
38.94,100538,23
38.95,100536,23
38.97,100540,23
38.94,100538,23
39.09,100539,22
39.14,100542,22
39.25,100538,23
39.24,100538,23
39.34,100536,23
39.46,100534,23
39.51,100540,22
39.53,100538,22
39.63,100540,23
39.74,100538,23
39.77,100543,22
39.83,100536,23
39.96,100541,22
39.95,100538,22
40.11,100537,22
40.16,100540,22
40.28,100535,22
40.36,100540,22
40.19,100538,22
40.19,100541,22
40.42,100539,22
40.54,100540,22
40.61,100545,22
40.7,100543,22
40.8,100536,22
40.8,100542,22
40.73,100539,21
40.71,100544,21
40.83,100541,21
41.01,100543,21
40.96,100540,21
41.05,100546,21
41.07,100544,21
41,100541,21
40.97,100532,21
40.75,100539,21
40.74,100538,21
40.66,100547,21
40.71,100544,21
40.62,100544,21
40.71,100544,21
40.67,100538,21
40.65,100529,21
40.53,100543,21
40.31,100536,21
40.26,100539,21
40.15,100535,21
39.98,100529,22
39.92,100534,22
39.7,100537,22
39.71,100542,22
39.72,100541,22
39.59,100536,22
39.53,100538,22
39.45,100538,22
39.24,100531,22
39.15,100532,22
39.14,100542,22
39.13,100535,22
39.23,100535,22
39.19,100534,22
39.06,100540,22
38.9,100531,22
38.97,100537,22
38.99,100540,22
39.04,100536,22
39.03,100541,22
39.05,100542,22
38.86,100537,22
38.96,100529,22
39,100536,23
38.97,100537,23
38.97,100534,23
38.86,100536,23
38.78,100537,23
